,Merchant_String,Labels,Predictions,Confidence,CorrectPrediction
11222,uber eats 3yyva z4121z,uber,uber,1.0,1
11223,paypal io000oi z5946z,paypal,paypal,0.9998854260525498,1
11224,kfc g135476 z5814z,kfc,kfc,0.6349239415470637,1
11225,1880 hilliard rome z6011z,atm,atm,0.9998250482714278,1
11226,foot locker 06941 z5661z,footlocker,footlocker,0.9999991779726084,1
11227,domino s pizza 8 z5814z,dominos,dominos,0.9999999302474858,1
11228,gamestop #603 300 rout,gamestop,gamestop,0.9895855745529306,1
11229,joann stores #2158 z5949z,joann,joann,0.9999941426935537,1
11230,taco bell 27698 z5814z,tacobell,tacobell,0.9999999987956834,1
11231,walgreens store 420 n z5912z,walgreens,walgreens,0.9999999999950404,1
11232,uber eats ji7is z4121z,uber,uber,0.9999999999999964,1
11233,mcdonald s f12763 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11234,five below 401 z5331z,fivebelow,fivebelow,0.9999991072906061,1
11235,uber eats tcplh z4121z,uber,uber,1.0,1
11236,rue21 # 916 lafayette z5621z,rue21,rue21,0.9978309278493472,1
11237,paypal variaillusi z8999z,paypal,paypal,0.9999941015563429,1
11238,paypal tophatter 7164 z4816z,paypal,paypal,0.9999997077621644,1
11239,starbucks store 06810 z5814z,starbucks,starbucks,0.9999999997664837,1
11240,american eagle warrendale paus z5691z,americaneagle,americaneagle,0.6948673590756951,1
11241,starbucks store 07533 z5814z,starbucks,starbucks,0.9999999997664837,1
11242,gamestop 3598 e main z7993z,gamestop,gamestop,0.9999951734389704,1
11243,grubhub sansaijapanese z5812z,grubhub,grubhub,0.8756116559421109,1
11244,425 sauk trail z6011z,atm,atm,0.9999992460449079,1
11245,microsoft xbox z4816z,microsoft,microsoft,0.9999939363956776,1
11246,paypal phonicmind z7372z,paypal,paypal,0.999916668966094,1
11247,meijer inc #111 q01 z5541z,meijer,meijer,0.9999989098346278,1
11248,grubhub sono z5812z,grubhub,grubhub,0.8756116559421109,1
11249,safeway store 1661 z5411z,safeway,safeway,0.9999999516159347,1
11250,star stable i427dzop stockholm se z5816z,starstable,starstable,0.9999999979287395,1
11251,starbucks store 11291 z5814z,starbucks,starbucks,0.9999999997474447,1
11252,gamestop 1050 shaw av z7993z,gamestop,gamestop,0.9999996636979059,1
11253,bloomingdales tysons z5311z,bloomingdales,paypal,0.4496637671884909,0
11254,marshalls 91 wagner rd z5651z,marshalls,marshalls,0.9674895334037951,1
11255,dunkin #300476 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
11256,wholefds 650 ponce de z5411z,wholefoods,wholefoods,0.9996995694430315,1
11257,uber trip x6pp2,uber,uber,0.9999999999925802,1
11258,chick fil a #02679 z5814z,chickfila,chickfila,1.0,1
11259,uber trip vlgoe z4121z,uber,uber,1.0,1
11260,mcdonald s f8100 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11261,wal mart #1837 z5411z,walmart,walmart,0.9999999996950848,1
11262,teppanyaki box z5812z,panya,jackinthebox,0.24747662077616359,0
11263,goodwill archer st z5931z,goodwill,goodwill,0.8208656240791062,1
11264,cvs pharmacy #04682 z5912z,cvs,cvs,0.9999999442022813,1
11265,paypal athamaarit z8999z,paypal,paypal,0.9999941015563429,1
11266,chick fil a #01105,chickfila,chickfila,1.0,1
11267,dunkin #348561 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
11268,cvs pharm 08368 101 d z5912z,cvs,cvs,0.9999999979476257,1
11269,joann stores #1270 z5949z,joann,joann,0.9999873362548553,1
11270,marshalls 875 lawrence z5651z,marshalls,marshalls,0.9995692096623501,1
11271,chipotle 1737 z5814z,chipotle,chipotle,0.9286398013091153,1
11272,uber trip j42vw z4121z,uber,uber,1.0,1
11273,gamestop 3940 n newto,gamestop,gamestop,0.9999324658729899,1
11274,claire s #5655 z5631z,claires,claires,0.9999990712392212,1
11275,walgreens store 1702 e z5912z,walgreens,walgreens,0.99999999999919,1
11276,starbucks store 13516 z5814z,starbucks,starbucks,0.9999999997664837,1
11277,raising cane s #218 huntsville txus z5814z,raisingcanes,raisingcanes,0.9999999925436214,1
11278,half price books #040 z5942z,halfpricebooks,halfpricebooks,0.9999998142394902,1
11279,mcdonald s f20442 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11280,dollar tr 1828 e charl z5331z,dollartree,dollartree,0.9999999386805972,1
11281,1661 metropolitan ave z6011z,atm,atm,0.999999999796664,1
11282,uber trip mpkpi z4121z,uber,uber,1.0,1
11283,dunkin #350631 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
11284,hudsonnews st538 z5994z,hudsonnews,hudsonnews,0.9973203463083565,1
11285,paypal majestichor z5251z,paypal,paypal,0.9995886274877536,1
11286,mcdonald s f26592 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11287,racetrac562 z5541z,racetrac,chevron,0.16545204222918433,0
11288,mcdonald s f36782 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11289,marshalls 5900 e virgi z5651z,marshalls,marshalls,0.9867270553769442,1
11290,uber trip s22zz,uber,uber,0.9999999999971472,1
11291,taco bell #29715 z5814z,tacobell,tacobell,0.9999999987956834,1
11292,uniqlo tysons corner 7 z5651z,uniqlo,tjmaxx,0.5113048660949451,0
11293,nike philadelph 184 z5655z,nike,nike,0.9476436841835038,1
11294,marshalls 10837 olson z5651z,marshalls,marshalls,0.9918404960814113,1
11295,containerstorebellevue z5999z,containerstore,paypal,0.9691066167425835,0
11296,uber eats ehwo4,uber,uber,0.9999999999977831,1
11297,uber trip 3m3nd,uber,uber,0.9999999999985647,1
11298,paypal michaelcaez z8999z,paypal,paypal,0.9999941015563429,1
11299,speedway 06887 z5541z,speedway,speedway,0.9877724268263727,1
11300,uber eats 2xa6v z4121z,uber,uber,1.0,1
11301,michaels wine shop z5921z,michaels,michaels,0.4448463679396659,1
11302,barnes an 1800 n rock z5942z,barnesandnoble,barnesandnoble,0.9997411389789836,1
11303,caseys 604 e main s,caseys,dollargeneral,0.6276932101772181,0
11304,wetzel s pretzels rmu z5814z,wetzelspretzels,wetzelspretzels,0.9987614102953911,1
11305,starbucks store 08997 z5814z,starbucks,starbucks,0.9999999997664837,1
11306,cvs pharm 07388 1945 z5912z,cvs,cvs,0.999999999743828,1
11307,paypal corgiacc z8999z,paypal,paypal,0.9999941015563429,1
11308,1940 rt 34 & allenwo z6011z,atm,atm,0.9999998408783439,1
11309,walgreens store 8681 w z5912z,walgreens,walgreens,0.9999999999971863,1
11310,carter s 4900 cutler z5641z,carters,carters,0.9631017116966032,1
11311,sunoco 03634276 z5541z,sunoco,sunoco,0.9915637173853852,1
11312,mcdonald s f2274 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11313,kfc j130029 z5814z,kfc,kfc,0.6349239415470637,1
11314,winn dixie #22 333 h z5411z,winndixie,winndixie,0.999985317170176,1
11315,family dollar #3735 z5331z,familydollar,familydollar,0.9999688085626884,1
11316,uber mxhay z4121z,uber,uber,0.9999999681644601,1
11317,arbys #7414 wesl z5812z,arbys,arbys,0.8432088446406206,1
11318,cnk cinemark com 216 z7832z,cinemark,cinemark,0.9999999996465618,1
11319,cvs pharm 08015 29553 z5912z,cvs,cvs,0.9999999997439204,1
11320,uber trip bzctp,uber,uber,0.9999999999985647,1
11321,starbucks store 14476 z5814z,starbucks,starbucks,0.9999999997664837,1
11322,4314 amc raleigh 15 z7832z,amc,amc,0.9990079012274558,1
11323,citgo 36372082 tommy z5541z,citgo,citgo,0.9693439140044874,1
11324,etsy com japralcraft z5699z,etsy,etsy,0.9999975672119097,1
11325,denny s #8579 z5812z,dennys,dennys,0.9977966523513787,1
11326,popeyes broadway z5814z,popeyes,popeyes,0.40891968528291667,1
11327,wal mart #1120 z531z,walmart,walmart,0.9999999967548518,1
11328,old navy us 4517 z5651z,oldnavy,oldnavy,0.9999999999997016,1
11329,kroger fu 600 12th str z5541z,kroger,kroger,0.9999845810644664,1
11330,south manatee t west,atm,atm,0.9999590947819625,1
11331,dollar general # 101 c z531z,dollargeneral,dollargeneral,0.9999999999998863,1
11332,walgreens #9959 z5912z,walgreens,walgreens,0.9997789982427335,1
11333,nyctaxi6n27 z4121z,nyctaxi,uber,0.9986267432923078,0
11334,best buy #164 z5732z,bestbuy,bestbuy,0.9999990102852147,1
11335,ulta #759 z5399z,ultabeauty,ultabeauty,0.9978768343908083,1
11336,mcdonald s f38610 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11337,walgreens store 4001 w z5912z,walgreens,walgreens,0.9999999999996447,1
11338,pizza hut # 023610 z5812z,pizzahut,pizzahut,0.9999999321829686,1
11339,dollar ge 601 east 10t z531z,dollargeneral,dollargeneral,0.9999999999996163,1
11340,toys r us #6624 z5945z,toysrus,toysrus,0.9999999999399165,1
11341,gamestop 160 golden r z7993z,gamestop,gamestop,0.9999999912405997,1
11342,1145 w 84th st z6011z,atm,atm,0.9999999994696509,1
11343,dollar general # 28555 z531z,dollargeneral,dollargeneral,0.9999999999669527,1
11344,caseys des moines z5541z,caseys,caseys,0.9741372086873842,1
11345,uber trip 5tmrj z4121z,uber,uber,1.0,1
11346,gamestop i 83 & paxto,gamestop,gamestop,0.9999683048570537,1
11347,8556 foothill blvd z6011z,atm,atm,0.9999999999405844,1
11348,target t 1201 beaver z5411z,target,target,0.9999999994476525,1
11349,papa johns #2085 z5814z,papajohns,papajohns,0.9993435655210604,1
11350,sunoco 0475261400 z5542z,sunoco,sunoco,0.9924002185576334,1
11351,taco bell 0023211 z5814z,tacobell,tacobell,0.9999999987956834,1
11352,uber trip kg3yb,uber,uber,0.9999999999925802,1
11353,wal mart #0557 z5411z,walmart,walmart,0.9999999997389466,1
11354,uber 6eix6,uber,uber,0.9998565168706554,1
11355,walgreens store 38 hom z5912z,walgreens,walgreens,0.999999994598042,1
11356,safeway store 1866,safeway,safeway,0.9999776682086366,1
11357,7 eleven 33834 z5541z,seveneleven,seveneleven,0.9999990013156661,1
11358,gamestop 3501 route 4 z7993z,gamestop,gamestop,0.9999999587369084,1
11359,usps kiosk 4584819551 z9402z,usps,usps,0.9999871183455857,1
11360,amc schererville 12 #6 z7832z,amc,amc,0.999998176109586,1
11361,wal mart #1084 z531z,walmart,walmart,0.9999999981374401,1
11362,sq tomy s,tomys,tomys,0.9778084027901132,1
11363,mcdonald s f4604 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11364,uber eats gbhff z4121z,uber,uber,0.9999999999999964,1
11365,caseys 2245 us hwy z5542z,caseys,caseys,0.9992125051477521,1
11366,kroger 10450 e wash,kroger,kroger,0.8076195305637871,1
11367,uber eats zbsho,uber,uber,0.9999999999977831,1
11368,five below 820 z5331z,fivebelow,fivebelow,0.9999991333692495,1
11369,uber trip ay7au,uber,uber,0.9999999999985647,1
11370,4100 maplewood dr z6011z,atm,atm,0.9999999888678986,1
11371,949 montgomery ave z6011z,atm,atm,0.9999999998960476,1
11372,popeyes #4153 z5814z,popeyes,popeyes,0.43301458147728317,1
11373,dunkin #356816 z5814z,dunkindonuts,dunkindonuts,0.9991430906699171,1
11374,shake shack 1136 z5814z,shakeshack,shakeshack,0.9974389724176379,1
11375,gamestop 777 e merri z7993z,gamestop,gamestop,0.9999997467438569,1
11376,chipotle 0044 z5814z,chipotle,chipotle,0.92867821439631,1
11377,uber trip gpwqv,uber,uber,0.9999999999985647,1
11378,paypal chase622 z8999z,paypal,paypal,0.9999941015563429,1
11379,barnes & noble #2255 z5814z,barnesandnoble,barnesandnoble,0.9998141021126529,1
11380,dollar ge 5765 n lapee z531z,dollargeneral,dollargeneral,0.9999999999885958,1
11381,7 eleven 10832 z5541z,seveneleven,seveneleven,0.9999990078292972,1
11382,paypal socialshop z7372z,paypal,paypal,0.999916668966094,1
11383,ihop #5328 z5812z,ihop,ihop,0.9648917183802572,1
11384,uber eats alopj z4121z,uber,uber,0.9999999999999964,1
11385,wendys #6583 z5814z,wendys,wendys,0.9682285063066673,1
11386,cvs pharm 10074 5995 z5912z,cvs,cvs,0.9999999990578203,1
11387,target t 2939 market z531z,target,target,0.9999999977067944,1
11388,uber trip 3jpil z4121z,uber,uber,1.0,1
11389,zumiez #575 z5651z,zumiez,zumiez,0.9591919989035022,1
11390,toys r us #8376 z5945z,toysrus,toysrus,0.9999999999455298,1
11391,yogurtland z5814z,yogurtland,mcdonalds,0.5160977684430966,0
11392,wendys #0070 z5814z,wendys,wendys,0.9682384523602263,1
11393,14424 schaffer roa z6011z,atm,atm,0.99999616280492,1
11394,barnes an 297 oakbrook z5942z,barnesandnoble,barnesandnoble,0.9999999531084438,1
11395,paypal valleymed z5047z,paypal,paypal,0.9994529042407253,1
11396,sunoco 03075140 z5541z,sunoco,sunoco,0.9915637173853852,1
11397,cvs pharm 00865 1231 z5912z,cvs,cvs,0.9999999999357172,1
11398,walgreens #5605 z5912z,walgreens,walgreens,0.9998884016395359,1
11399,meadows square z6011z,atm,atm,0.9999983773670442,1
11400,michaels stores 1587 3 z597z,michaels,michaels,0.9999999999677129,1
11401,uber eats f2owe z4121z,uber,uber,0.9999999999999964,1
11402,mcdonald s f10055 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11403,costco gas #0119 z5542z,costco,costco,0.997245647775424,1
11404,7 eleven 20407 z5541z,seveneleven,seveneleven,0.9999990013156661,1
11405,starbucks store 27861 z5814z,starbucks,starbucks,0.9999999997664837,1
11406,petco 2627 z5995z,petco,petco,0.976827000130394,1
11407,cvs pharm 06829 401 n z5912z,cvs,cvs,0.9999999799253205,1
11408,chick fil a #01890 z5814z,chickfila,chickfila,1.0,1
11409,kmart 3597 z531z,kmart,dollargeneral,0.6324005068854578,0
11410,circle k 07008 z5541z,circlek,circlek,0.9999999558983969,1
11411,871 b hamilton ave z6011z,atm,atm,0.9999999999964047,1
11412,uber eats shswa,uber,uber,0.9999999999977831,1
11413,wal mart #4459 z5411z,walmart,walmart,0.9999999995292583,1
11414,dairy queen #13082 z5814z,dairyqueen,dairyqueen,0.9999999565256462,1
11415,burger king #7011 z5814z,burgerking,burgerking,0.9999999928822518,1
11416,uber trip vt5r5,uber,uber,0.9999999999925802,1
11417,sweetgreen king of pru z5814z,sweetgreen,mcdonalds,0.7646498285860922,0
11418,heb #086 z5411z,heb,heb,0.7200834290498652,1
11419,uber eats ntnte,uber,uber,0.999999999988642,1
11420,gamestop 6101 u s hig z7993z,gamestop,gamestop,0.9999999054972237,1
11421,speedway 09028 bri z5541z,speedway,speedway,0.9989747365151196,1
11422,mcdonald s f18499 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11423,uber trip du5tg,uber,uber,0.9999999999985647,1
11424,pizza hut concourse d z5812z,pizzahut,pizzahut,0.999999969217797,1
11425,paypal hksboosted8 z8999z,paypal,paypal,0.9999941015563429,1
11426,etsy com sunnyslimes z5699z,etsy,etsy,0.9999975672119097,1
11427,ulta #631 z5399z,ultabeauty,ultabeauty,0.9975621193123584,1
11428,kroger fuel #7142 z5541z,kroger,kroger,0.9999928145615171,1
11429,walgreens store 15705 z5912z,walgreens,walgreens,0.999999994773102,1
11430,zumiez #024 z5651z,zumiez,zumiez,0.9612903237587872,1
11431,dollar tr 3305 deer va z5331z,dollartree,dollartree,0.9999999976710541,1
11432,7 eleven 25760 z5541z,seveneleven,seveneleven,0.9999990013156661,1
11433,citgo quick stop z5542z,citgo,citgo,0.9999139128104345,1
11434,victoria s secret 0237 z5621z,victoriassecret,victoriassecret,0.9999999999999716,1
11435,circle k # 2222 z5541z,circlek,circlek,0.9999999534661594,1
11436,paypal skamrock z5999z,paypal,paypal,0.9999816171537836,1
11437,6205 dallas pkwy z6011z,atm,atm,0.9999999836182668,1
11438,starbucks store 08573 z5814z,starbucks,starbucks,0.9999999997664837,1
11439,sky zone miami z7999z,skyzone,skyzone,0.9999840073802557,1
11440,arbys 6788 z5814z,arbys,arbys,0.4509055466475878,1
11441,uber trip npvrf z4121z,uber,uber,1.0,1
11442,best buy 00005595,bestbuy,bestbuy,0.9999973193770881,1
11443,arco #42883 ampm,arco,arco,0.9961849337595058,1
11444,1712 e mason st z6011z,atm,atm,0.999999999814051,1
11445,gamestop 8530 n wickh,gamestop,gamestop,0.9686460307150098,1
11446,mcdonald s f18430 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11447,gamestop 7384 bell cr z7993z,gamestop,gamestop,0.9999990418260197,1
11448,mcdonald s f32840 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11449,petsmart # 2359 z5995z,petsmart,petsmart,0.9880777166673117,1
11450,uber trip r34ja z4121z,uber,uber,1.0,1
11451,uber trip 7s4sn,uber,uber,0.9999999999985647,1
11452,domino s 6888 z5814z,dominos,dominos,0.9998833927598247,1
11453,etsy com skyparkdesi z5699z,etsy,etsy,0.9999975672119097,1
11454,paypal salamoerxia z5699z,paypal,paypal,0.999922103573213,1
11455,claire s #5423 z5631z,claires,claires,0.9999991128341633,1
11456,wal mart #5247 z5411z,walmart,walmart,0.9999999997389821,1
11457,wal mart #1527 z5411z,walmart,walmart,0.9999999998933191,1
11458,kohls 060 1923 n campu z5311z,kohls,kohls,0.9983058039713631,1
11459,paypal evaadams z8999z,paypal,paypal,0.9999941015563429,1
11460,mcdonald s f5851 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11461,dollar tr 3710 s la br z5331z,dollartree,dollartree,0.9999999994360849,1
11462,orlando int l econ z7523z,parking,parking,0.8838728164891565,1
11463,mcdonald s f24235 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11464,burger king #13623 z5814z,burgerking,burgerking,0.9999999927295882,1
11465,cherry creek flagship z6011z,atm,atm,0.9999957328397594,1
11466,kroger #4 2150 dixie h z5411z,kroger,kroger,0.9999999961738979,1
11467,uber trip x5oph,uber,uber,0.9999999999925802,1
11468,1302 5th st z6011z,atm,atm,0.999999999962796,1
11469,apple store #r102 308,apple,apple,0.9999813834150935,1
11470,1573 blue hill ave z6011z,atm,atm,1.0,1
11471,etsy com kkslimesusa z5699z,etsy,etsy,0.9999975672119097,1
11472,buc ee s #34 4080 east z5541z,bucees,bucees,0.9990498764674887,1
11473,kids foot locker 06752 z5661z,footlocker,footlocker,0.9999999999955094,1
11474,marcos pizza 8034 z5812z,arco,arco,0.984110559206521,1
11475,gamestop 6306 lake wo,gamestop,gamestop,0.9900256839343408,1
11476,big lots 14850 manche,biglots,biglots,0.9999999866805355,1
11477,barnes an 300 indian l z5814z,barnesandnoble,barnesandnoble,0.9950243942863419,1
11478,barnesnob 6646 youree z5942z,barnesandnoble,barnesandnoble,0.9988602172716176,1
11479,jack in the box 3717 z5814z,jackinthebox,jackinthebox,1.0,1
11480,icing #3790 z5631z,icing,icing,0.7165308699103915,1
11481,dollar tr 4601 e main z5331z,dollartree,dollartree,0.9999999998653664,1
11482,usa canteen vending clifton park nyus z5814z,vendingmachine,vendingmachine,0.9999996713300845,1
11483,dollar ge w walnut str z531z,dollargeneral,dollargeneral,0.9999999999999858,1
11484,8491 westminster z6011z,atm,atm,0.9994370182986217,1
11485,starbucks store 05776 z5814z,starbucks,starbucks,0.9999999997660964,1
11486,paypal contreras jesus z4829z,paypal,paypal,0.9999940082462212,1
11487,dollar general # 6355 z531z,dollargeneral,dollargeneral,0.9999999999666542,1
11488,uber eats wae2w z4121z,uber,uber,1.0,1
11489,uber eats efrfh z4121z,uber,uber,0.9999999999999964,1
11490,blizzard ent wow sub blizzard com caus z5734z,blizzard,paypal,0.995360757860667,0
11491,jimmy johns 96 z5814z,jimmyjohns,jimmyjohns,0.9999973484775831,1
11492,1000 s acadia rd,atm,atm,0.999958696874918,1
11493,burger king #8661 z5814z,burgerking,burgerking,0.9999999929193066,1
11494,paypal noom z8699z,paypal,paypal,0.9991146871620491,1
11495,under armour el z5655z,underarmour,underarmour,0.9968495478948508,1
11496,pacsun #994 z5699z,pacsun,pacsun,0.8313622083177408,1
11497,740 st anns avenue z6011z,atm,atm,0.9999999999970299,1
11498,mcdonald s f1278 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
11499,83 limekiln & gle z6011z,atm,atm,0.9998801649578558,1
11500,ross stores #1484 z531z,rossstores,rossstores,0.9999990104604344,1
11501,6802 amc quincy 6 z7832z,amc,amc,0.9998304332113145,1
11502,wendys #9435 z5814z,wendys,wendys,0.9667925107394588,1
11503,taco bell #18402 kfc d z5814z,tacobell,tacobell,0.9999999999989484,1
11504,starbucks store 26761 z5814z,starbucks,starbucks,0.9999999997664837,1
11505,cal poly pomona z6011z,atm,atm,0.9993458161349175,1
11506,apple store #r205 165 z5732z,apple,apple,0.999999833573909,1
11507,uber eats edj2a z4121z,uber,uber,1.0,1
11508,gamestop 356 garrison z7993z,gamestop,gamestop,0.9999983774801624,1
11509,kroger #4 115 colony c z5411z,kroger,kroger,0.9999954303391791,1
11510,domino s 7707 z5814z,dominos,dominos,0.9998833907274832,1
11511,chevron kent kwik #431 z5541z,chevron,chevron,0.9999989733788949,1
11512,2415 bergen line ave z6011z,atm,atm,0.9999999999994174,1
11513,pizza hut 012374 z5812z,pizzahut,pizzahut,0.9999999321829686,1
11514,starbucks store 09922 z5814z,starbucks,starbucks,0.9999999997664837,1
